lon,date,temp_max,temp_min,temp
-48.50444,2013-01-01,28.7,24.5,26.6
-48.50444,2013-01-02,28.6,24.1,26.35
-48.50444,2013-01-03,29.9,24.2,27.049999999999997
-48.50444,2013-01-04,29.4,24.5,26.95
-48.50444,2013-01-05,29.2,24.4,26.799999999999997
-48.50444,2013-01-06,30.3,24.4,27.35
-48.50444,2013-01-07,29.5,25.0,27.25
-48.50444,2013-01-08,29.9,24.7,27.299999999999997
-48.50444,2013-01-09,29.4,25.0,27.2
-48.50444,2013-01-10,28.1,24.8,26.450000000000003
-48.50444,2013-01-11,27.3,24.5,25.9
-48.50444,2013-01-12,28.5,24.3,26.4
-48.50444,2013-01-13,29.9,24.1,27.0
-48.50444,2013-01-14,28.9,24.1,26.5
-48.50444,2013-01-15,28.1,25.0,26.55
-48.50444,2013-01-16,28.6,24.1,26.35
-48.50444,2013-01-17,28.8,24.8,26.8
-48.50444,2013-01-18,29.1,24.7,26.9
-48.50444,2013-01-19,28.4,25.2,26.799999999999997
-48.50444,2013-01-20,29.2,25.0,27.1
-48.50444,2013-01-21,29.9,24.8,27.35
-48.50444,2013-01-22,29.3,25.4,27.35
-48.50444,2013-01-23,30.0,24.6,27.3
-48.50444,2013-01-24,29.6,25.0,27.3
-48.50444,2013-01-25,26.7,24.2,25.45
-48.50444,2013-01-26,29.2,24.6,26.9
-48.50444,2013-01-27,29.7,24.6,27.15
-48.50444,2013-01-28,30.3,25.1,27.700000000000003
-48.50444,2013-01-29,29.3,25.6,27.450000000000003
-48.50444,2013-01-30,30.1,25.3,27.700000000000003
-48.50444,2013-01-31,28.6,25.4,27.0
-48.50444,2013-02-01,29.5,24.9,27.2
-48.50444,2013-02-02,28.3,24.6,26.450000000000003
-48.50444,2013-02-03,28.9,25.2,27.049999999999997
-48.50444,2013-02-04,29.8,24.8,27.3
-48.50444,2013-02-05,29.8,25.1,27.450000000000003
-48.50444,2013-02-06,28.9,24.7,26.799999999999997
-48.50444,2013-02-07,29.5,24.1,26.8
-48.50444,2013-02-08,28.0,24.0,26.0
-48.50444,2013-02-09,28.5,24.6,26.55
-48.50444,2013-02-10,29.8,23.8,26.8
-48.50444,2013-02-11,28.5,24.7,26.6
-48.50444,2013-02-12,27.0,23.9,25.45
-48.50444,2013-02-13,28.0,23.4,25.7
-48.50444,2013-02-14,27.9,23.3,25.6
-48.50444,2013-02-15,30.1,24.3,27.200000000000003
-48.50444,2013-02-16,29.4,23.9,26.65
-48.50444,2013-02-17,28.3,23.9,26.1
-48.50444,2013-02-18,28.9,23.3,26.1
-48.50444,2013-02-19,28.7,24.4,26.549999999999997
-48.50444,2013-02-20,29.2,23.8,26.5
-48.50444,2013-02-21,30.1,24.2,27.15
-48.50444,2013-02-22,30.3,24.7,27.5
-48.50444,2013-02-23,30.2,25.0,27.6
-48.50444,2013-02-24,29.7,25.2,27.45
-48.50444,2013-02-25,30.0,25.0,27.5
-48.50444,2013-02-26,30.5,24.7,27.6
-48.50444,2013-02-27,30.7,25.5,28.1
-48.50444,2013-02-28,29.0,25.0,27.0
-48.50444,2013-03-01,29.3,24.8,27.05
-48.50444,2013-03-02,28.8,24.7,26.75
-48.50444,2013-03-03,29.9,24.5,27.2
-48.50444,2013-03-04,30.1,24.8,27.450000000000003
-48.50444,2013-03-05,28.9,24.8,26.85
-48.50444,2013-03-06,27.3,24.7,26.0
-48.50444,2013-03-07,29.4,24.5,26.95
-48.50444,2013-03-08,28.0,24.1,26.05
-48.50444,2013-03-09,29.9,24.6,27.25
