lon,date,temp_max,temp_min,temp
-46.63611,2024-01-01,27.1,17.5,22.3
-46.63611,2024-01-02,28.8,17.7,23.25
-46.63611,2024-01-03,29.1,19.1,24.1
-46.63611,2024-01-04,25.4,19.6,22.5
-46.63611,2024-01-05,25.3,19.0,22.15
-46.63611,2024-01-06,26.7,18.5,22.6
-46.63611,2024-01-07,30.0,17.1,23.55
-46.63611,2024-01-08,32.1,19.6,25.85
-46.63611,2024-01-09,31.7,19.6,25.65
-46.63611,2024-01-10,31.0,19.1,25.05
-46.63611,2024-01-11,30.5,21.4,25.95
-46.63611,2024-01-12,25.9,21.0,23.45
-46.63611,2024-01-13,22.9,18.2,20.549999999999997
-46.63611,2024-01-14,29.0,16.4,22.7
-46.63611,2024-01-15,29.5,20.5,25.0
-46.63611,2024-01-16,30.9,21.2,26.049999999999997
-46.63611,2024-01-17,32.0,21.7,26.85
-46.63611,2024-01-18,32.1,20.3,26.200000000000003
-46.63611,2024-01-19,29.9,21.5,25.7
-46.63611,2024-01-20,29.2,21.4,25.299999999999997
-46.63611,2024-01-21,26.1,19.9,23.0
-46.63611,2024-01-22,24.8,18.4,21.6
-46.63611,2024-01-23,20.5,16.8,18.65
-46.63611,2024-01-24,23.1,14.1,18.6
-46.63611,2024-01-25,21.5,16.6,19.05
-46.63611,2024-01-26,21.9,16.2,19.049999999999997
-46.63611,2024-01-27,24.4,17.2,20.799999999999997
-46.63611,2024-01-28,25.4,17.3,21.35
-46.63611,2024-01-29,27.9,17.2,22.549999999999997
-46.63611,2024-01-30,28.8,17.5,23.15
-46.63611,2024-01-31,27.6,18.7,23.15
-46.63611,2024-02-01,25.3,17.6,21.450000000000003
-46.63611,2024-02-02,25.4,18.3,21.85
-46.63611,2024-02-03,25.4,18.1,21.75
-46.63611,2024-02-04,27.5,18.5,23.0
-46.63611,2024-02-05,28.0,16.1,22.05
-46.63611,2024-02-06,27.8,16.9,22.35
-46.63611,2024-02-07,29.9,17.5,23.7
-46.63611,2024-02-08,29.3,17.4,23.35
-46.63611,2024-02-09,30.9,18.4,24.65
-46.63611,2024-02-10,30.6,19.3,24.950000000000003
-46.63611,2024-02-11,30.9,18.4,24.65
-46.63611,2024-02-12,30.8,20.8,25.8
-46.63611,2024-02-13,32.9,21.4,27.15
-46.63611,2024-02-14,24.8,19.9,22.35
-46.63611,2024-02-15,22.2,18.3,20.25
-46.63611,2024-02-16,25.3,16.5,20.9
-46.63611,2024-02-17,26.3,16.3,21.3
-46.63611,2024-02-18,26.3,17.6,21.950000000000003
-46.63611,2024-02-19,27.6,18.9,23.25
-46.63611,2024-02-20,24.8,18.1,21.450000000000003
-46.63611,2024-02-21,26.1,18.8,22.450000000000003
-46.63611,2024-02-22,28.2,18.6,23.4
-46.63611,2024-02-23,29.7,20.6,25.15
-46.63611,2024-02-24,28.9,20.7,24.799999999999997
-46.63611,2024-02-25,27.5,20.5,24.0
-46.63611,2024-02-26,26.5,20.0,23.25
-46.63611,2024-02-27,30.0,20.0,25.0
-46.63611,2024-02-28,29.9,21.8,25.85
-46.63611,2024-02-29,29.5,20.8,25.15
-46.63611,2024-03-01,27.2,20.5,23.85
-46.63611,2024-03-02,26.6,18.2,22.4
-46.63611,2024-03-03,29.5,17.5,23.5
-46.63611,2024-03-04,29.6,17.8,23.700000000000003
-46.63611,2024-03-05,28.5,20.2,24.35
-46.63611,2024-03-06,24.7,19.6,22.15
-46.63611,2024-03-07,27.0,19.5,23.25
-46.63611,2024-03-08,27.7,20.2,23.95
-46.63611,2024-03-09,28.5,20.6,24.55
