hora,velocidade,direcao,lat,lon,u,v
2000-01-01 00:00:00,5.1,98,-1.9500000000000002,-48.48,-5.050367150582009,0.7097828148963332
2000-01-01 01:00:00,1.8,143,-1.9500000000000002,-48.48,-1.0832670416736867,1.4375439180851273
2000-01-01 02:00:00,0.8,153,-1.9500000000000002,-48.48,-0.36319239979163753,0.7128052193506943
2000-01-01 03:00:00,1.5,166,-1.9500000000000002,-48.48,-0.3628828433995016,1.4554435894139948
2000-01-01 04:00:00,1.9,68,-1.9500000000000002,-48.48,-1.761649323676896,-0.7117525274902327
2000-01-01 05:00:00,4.8,63,-1.9500000000000002,-48.48,-4.276831316104166,-2.1791543987498248
2000-01-01 06:00:00,3.9,112,-1.9500000000000002,-48.48,-3.616017032810471,1.4609657143220571
2000-01-01 07:00:00,2.3,72,-1.9500000000000002,-48.48,-2.1874299874788528,-0.7107390870623791
2000-01-01 08:00:00,2.2,99,-1.9500000000000002,-48.48,-2.1729143493093033,0.34415582308850784
2000-01-01 09:00:00,4.8,63,-1.9500000000000002,-48.48,-4.276831316104166,-2.1791543987498248
2000-01-01 10:00:00,6.8,65,-1.9500000000000002,-48.48,-6.162892951849219,-2.873804179836756
2000-01-01 11:00:00,7.3,70,-1.9500000000000002,-48.48,-6.8597561317371305,-2.4967470462773824
2000-01-01 12:00:00,8.1,69,-1.9500000000000002,-48.48,-7.5620014546273335,-2.902780391316933
2000-01-01 13:00:00,6.2,54,-1.9500000000000002,-48.48,-5.0159053651246746,-3.6442685642133337
2000-01-01 14:00:00,4.9,54,-1.9500000000000002,-48.48,-3.9641832724372428,-2.8801477362331185
2000-01-01 15:00:00,4.7,58,-1.9500000000000002,-48.48,-3.9858260519352022,-2.490620541896063
2000-01-01 16:00:00,3.3,49,-1.9500000000000002,-48.48,-2.4905416147351476,-2.1649947956686737
2000-01-01 17:00:00,5.2,16,-1.9500000000000002,-48.48,-1.4333142502483958,-4.998560818879258
2000-01-01 18:00:00,9.6,34,-1.9500000000000002,-48.48,-5.36825187331917,-7.958760696528399
2000-01-01 19:00:00,8.4,20,-1.9500000000000002,-48.48,-2.872969203935617,-7.8934180146016315
2000-01-01 20:00:00,6.5,6,-1.9500000000000002,-48.48,-0.6794350112397476,-6.4643923198937765
2000-01-01 21:00:00,6.1,3,-1.9500000000000002,-48.48,-0.31924933308195735,-6.0916401620029
2000-01-01 22:00:00,5.0,339,-1.9500000000000002,-48.48,1.7918397477265038,-4.667902132486008
2000-01-01 23:00:00,4.5,331,-1.9500000000000002,-48.48,2.181643291108516,-3.9357886821272814
2000-01-02 00:00:00,4.1,315,-1.9500000000000002,-48.48,2.8991378028648453,-2.899137802864844
2000-01-02 01:00:00,2.2,270,-1.9500000000000002,-48.48,2.2,4.0413344371862655e-16
