lon,date,temp_max,temp_min,temp
-48.50444,2000-01-01,27.7,23.9,25.799999999999997
-48.50444,2000-01-02,27.0,23.7,25.35
-48.50444,2000-01-03,28.4,24.2,26.299999999999997
-48.50444,2000-01-04,27.8,23.6,25.700000000000003
-48.50444,2000-01-05,28.2,23.3,25.75
-48.50444,2000-01-06,29.0,23.6,26.3
-48.50444,2000-01-07,28.4,23.4,25.9
-48.50444,2000-01-08,27.2,23.2,25.2
-48.50444,2000-01-09,28.8,23.0,25.9
-48.50444,2000-01-10,28.4,23.3,25.85
-48.50444,2000-01-11,28.0,23.3,25.65
-48.50444,2000-01-12,25.9,23.1,24.5
-48.50444,2000-01-13,26.7,23.8,25.25
-48.50444,2000-01-14,29.6,23.1,26.35
-48.50444,2000-01-15,28.2,23.4,25.799999999999997
-48.50444,2000-01-16,28.3,23.6,25.950000000000003
-48.50444,2000-01-17,29.8,23.5,26.65
-48.50444,2000-01-18,28.6,23.3,25.950000000000003
-48.50444,2000-01-19,26.8,23.5,25.15
-48.50444,2000-01-20,28.7,23.2,25.95
-48.50444,2000-01-21,27.1,23.3,25.200000000000003
-48.50444,2000-01-22,27.7,23.3,25.5
-48.50444,2000-01-23,27.0,23.5,25.25
-48.50444,2000-01-24,28.8,23.5,26.15
-48.50444,2000-01-25,29.8,23.9,26.85
-48.50444,2000-01-26,30.6,24.3,27.450000000000003
-48.50444,2000-01-27,31.0,24.5,27.75
-48.50444,2000-01-28,30.1,24.3,27.200000000000003
-48.50444,2000-01-29,28.1,24.5,26.3
-48.50444,2000-01-30,29.7,24.2,26.95
-48.50444,2000-01-31,30.4,24.4,27.4
-48.50444,2000-02-01,28.1,24.1,26.1
-48.50444,2000-02-02,27.9,23.7,25.799999999999997
-48.50444,2000-02-03,28.8,23.6,26.200000000000003
-48.50444,2000-02-04,27.8,23.6,25.700000000000003
-48.50444,2000-02-05,28.6,23.5,26.05
-48.50444,2000-02-06,27.5,23.4,25.45
-48.50444,2000-02-07,26.3,23.5,24.9
-48.50444,2000-02-08,27.4,23.4,25.4
-48.50444,2000-02-09,25.8,23.4,24.6
-48.50444,2000-02-10,26.8,22.9,24.85
-48.50444,2000-02-11,28.8,23.3,26.05
-48.50444,2000-02-12,26.2,22.9,24.549999999999997
-48.50444,2000-02-13,26.9,23.0,24.95
-48.50444,2000-02-14,27.9,22.4,25.15
-48.50444,2000-02-15,27.1,22.3,24.700000000000003
-48.50444,2000-02-16,28.4,23.1,25.75
-48.50444,2000-02-17,26.4,23.2,24.799999999999997
-48.50444,2000-02-18,26.7,23.1,24.9
-48.50444,2000-02-19,27.9,22.8,25.35
-48.50444,2000-02-20,27.5,22.6,25.05
-48.50444,2000-02-21,28.7,23.2,25.95
-48.50444,2000-02-22,27.4,23.4,25.4
-48.50444,2000-02-23,26.6,23.4,25.0
-48.50444,2000-02-24,27.6,23.2,25.4
-48.50444,2000-02-25,29.1,23.0,26.05
-48.50444,2000-02-26,28.8,23.7,26.25
-48.50444,2000-02-27,26.5,23.4,24.95
-48.50444,2000-02-28,26.6,23.4,25.0
-48.50444,2000-02-29,29.0,23.2,26.1
-48.50444,2000-03-01,28.2,23.0,25.6
-48.50444,2000-03-02,28.8,23.8,26.3
-48.50444,2000-03-03,28.7,23.4,26.049999999999997
-48.50444,2000-03-04,28.3,23.4,25.85
-48.50444,2000-03-05,29.2,23.3,26.25
-48.50444,2000-03-06,28.7,23.8,26.25
-48.50444,2000-03-07,28.0,23.9,25.95
-48.50444,2000-03-08,27.6,23.7,25.65
-48.50444,2000-03-09,26.1,23.2,24.65
-48.50444,2000-03-10,27.8,23.2,25.5
-48.50444,2000-03-11,28.5,23.5,26.0
-48.50444,2000-03-12,27.4,23.7,25.549999999999997
-48.50444,2000-03-13,26.6,23.2,24.9
-48.50444,2000-03-14,26.4,23.8,25.1
-48.50444,2000-03-15,28.0,23.1,25.55
-48.50444,2000-03-16,28.0,23.2,25.6
-48.50444,2000-03-17,29.1,23.1,26.1
-48.50444,2000-03-18,28.8,23.3,26.05
-48.50444,2000-03-19,28.6,23.4,26.0
-48.50444,2000-03-20,28.9,23.3,26.1
-48.50444,2000-03-21,29.0,23.4,26.2
-48.50444,2000-03-22,29.5,23.4,26.45
-48.50444,2000-03-23,28.2,23.8,26.0
-48.50444,2000-03-24,28.5,24.0,26.25
-48.50444,2000-03-25,28.0,23.9,25.95
-48.50444,2000-03-26,27.1,23.7,25.4
-48.50444,2000-03-27,27.6,23.3,25.450000000000003
-48.50444,2000-03-28,25.5,23.1,24.3
-48.50444,2000-03-29,27.1,23.4,25.25
-48.50444,2000-03-30,27.5,24.0,25.75
-48.50444,2000-03-31,28.7,23.5,26.1
-48.50444,2000-04-01,26.5,23.4,24.95
-48.50444,2000-04-02,27.1,23.4,25.25
-48.50444,2000-04-03,28.2,23.2,25.7
-48.50444,2000-04-04,28.9,23.5,26.2
-48.50444,2000-04-05,29.1,23.7,26.4
-48.50444,2000-04-06,28.2,24.0,26.1
-48.50444,2000-04-07,27.2,23.7,25.45
-48.50444,2000-04-08,28.3,23.1,25.700000000000003
-48.50444,2000-04-09,28.0,24.0,26.0
-48.50444,2000-04-10,27.4,23.7,25.549999999999997
-48.50444,2000-04-11,27.2,23.4,25.299999999999997
-48.50444,2000-04-12,27.6,23.7,25.65
-48.50444,2000-04-13,27.9,23.3,25.6
-48.50444,2000-04-14,26.9,23.6,25.25
-48.50444,2000-04-15,27.0,23.7,25.35
-48.50444,2000-04-16,27.9,23.8,25.85
-48.50444,2000-04-17,25.4,23.6,24.5
-48.50444,2000-04-18,26.7,23.2,24.95
-48.50444,2000-04-19,26.3,23.4,24.85
-48.50444,2000-04-20,28.3,23.0,25.65
-48.50444,2000-04-21,29.0,23.3,26.15
-48.50444,2000-04-22,28.4,23.6,26.0
-48.50444,2000-04-23,28.5,24.0,26.25
-48.50444,2000-04-24,28.7,23.6,26.15
-48.50444,2000-04-25,27.1,23.7,25.4
-48.50444,2000-04-26,29.1,23.3,26.200000000000003
-48.50444,2000-04-27,28.1,23.6,25.85
-48.50444,2000-04-28,27.7,23.3,25.5
-48.50444,2000-04-29,26.9,23.1,25.0
-48.50444,2000-04-30,28.1,23.5,25.8
-48.50444,2000-05-01,28.7,23.6,26.15
-48.50444,2000-05-02,28.7,24.2,26.45
-48.50444,2000-05-03,27.5,24.0,25.75
-48.50444,2000-05-04,27.4,23.9,25.65
-48.50444,2000-05-05,27.8,24.1,25.950000000000003
-48.50444,2000-05-06,26.2,23.5,24.85
-48.50444,2000-05-07,29.6,23.8,26.700000000000003
-48.50444,2000-05-08,28.7,23.6,26.15
-48.50444,2000-05-09,27.5,23.6,25.55
-48.50444,2000-05-10,28.1,23.4,25.75
-48.50444,2000-05-11,29.7,23.6,26.65
-48.50444,2000-05-12,28.7,24.3,26.5
-48.50444,2000-05-13,27.0,24.1,25.55
-48.50444,2000-05-14,28.9,23.6,26.25
-48.50444,2000-05-15,27.0,23.6,25.3
-48.50444,2000-05-16,27.6,23.9,25.75
-48.50444,2000-05-17,27.6,23.8,25.700000000000003
-48.50444,2000-05-18,28.6,23.8,26.200000000000003
-48.50444,2000-05-19,28.6,23.6,26.1
-48.50444,2000-05-20,29.5,23.3,26.4
-48.50444,2000-05-21,29.6,24.0,26.8
-48.50444,2000-05-22,29.6,24.2,26.9
-48.50444,2000-05-23,30.0,24.4,27.2
-48.50444,2000-05-24,29.9,24.4,27.15
-48.50444,2000-05-25,29.8,24.6,27.200000000000003
-48.50444,2000-05-26,30.3,24.7,27.5
-48.50444,2000-05-27,28.6,24.2,26.4
-48.50444,2000-05-28,28.7,23.7,26.2
-48.50444,2000-05-29,28.4,23.8,26.1
-48.50444,2000-05-30,29.1,23.8,26.450000000000003
-48.50444,2000-05-31,28.3,23.4,25.85
-48.50444,2000-06-01,28.5,23.9,26.2
-48.50444,2000-06-02,29.5,23.7,26.6
-48.50444,2000-06-03,29.5,24.4,26.95
-48.50444,2000-06-04,29.2,24.1,26.65
-48.50444,2000-06-05,30.2,24.1,27.15
-48.50444,2000-06-06,29.8,24.1,26.950000000000003
-48.50444,2000-06-07,29.8,24.3,27.05
-48.50444,2000-06-08,29.9,24.2,27.049999999999997
-48.50444,2000-06-09,29.2,24.1,26.65
-48.50444,2000-06-10,28.5,23.9,26.2
-48.50444,2000-06-11,28.4,24.2,26.299999999999997
-48.50444,2000-06-12,28.6,23.7,26.15
-48.50444,2000-06-13,29.8,23.9,26.85
-48.50444,2000-06-14,29.8,24.3,27.05
-48.50444,2000-06-15,27.2,24.0,25.6
-48.50444,2000-06-16,28.9,23.8,26.35
-48.50444,2000-06-17,29.5,23.5,26.5
-48.50444,2000-06-18,29.9,23.8,26.85
-48.50444,2000-06-19,28.6,23.9,26.25
-48.50444,2000-06-20,28.0,23.4,25.7
-48.50444,2000-06-21,28.9,23.6,26.25
-48.50444,2000-06-22,29.3,23.7,26.5
-48.50444,2000-06-23,29.6,24.1,26.85
-48.50444,2000-06-24,27.7,22.9,25.299999999999997
