hora,velocidade,direcao,lat,lon,u,v
2000-01-01 00:00:00,10.8,60,-0.45582999999999996,-48.50444,-9.353074360871938,-5.400000000000001
2000-01-01 01:00:00,11.0,52,-0.45582999999999996,-48.50444,-8.668118289673941,-6.772276228582241
2000-01-01 02:00:00,10.7,48,-0.45582999999999996,-48.50444,-7.951649632608118,-7.159697488039782
2000-01-01 03:00:00,12.0,57,-0.45582999999999996,-48.50444,-10.064046815345089,-6.5356684201803255
2000-01-01 04:00:00,9.5,61,-0.45582999999999996,-48.50444,-8.30888721782426,-4.605691392340202
2000-01-01 05:00:00,7.4,67,-0.45582999999999996,-48.50444,-6.811735915548059,-2.8914103508206255
2000-01-01 06:00:00,8.4,70,-0.45582999999999996,-48.50444,-7.893418014601631,-2.872969203935618
2000-01-01 07:00:00,10.7,76,-0.45582999999999996,-48.50444,-10.382164271153162,-2.588564282916444
2000-01-01 08:00:00,10.2,72,-0.45582999999999996,-48.50444,-9.700776466210565,-3.151973342624464
2000-01-01 09:00:00,10.0,77,-0.45582999999999996,-48.50444,-9.743700647852352,-2.249510543438649
2000-01-01 10:00:00,9.2,69,-0.45582999999999996,-48.50444,-8.588939923774255,-3.2969851358167634
2000-01-01 11:00:00,10.1,63,-0.45582999999999996,-48.50444,-8.999165894302514,-4.585304047369423
2000-01-01 12:00:00,10.8,64,-0.45582999999999996,-48.50444,-9.706975700031006,-4.734408385322037
2000-01-01 13:00:00,8.8,55,-0.45582999999999996,-48.50444,-7.208537989743128,-5.0474726398892065
2000-01-01 14:00:00,11.2,45,-0.45582999999999996,-48.50444,-7.919595949289331,-7.919595949289333
2000-01-01 15:00:00,13.8,39,-0.45582999999999996,-48.50444,-8.684621396487756,-10.7246142681062
2000-01-01 16:00:00,16.6,48,-0.45582999999999996,-48.50444,-12.336204102924745,-11.107568065557048
2000-01-01 17:00:00,16.2,32,-0.45582999999999996,-48.50444,-8.58469208057792,-13.7383791577341
2000-01-01 18:00:00,14.6,33,-0.45582999999999996,-48.50444,-7.951729911219395,-12.24459029200319
2000-01-01 19:00:00,14.3,34,-0.45582999999999996,-48.50444,-7.996458519631681,-11.855237287537095
2000-01-01 20:00:00,13.8,41,-0.45582999999999996,-48.50444,-9.053614600069,-10.414992207074254
2000-01-01 21:00:00,13.2,43,-0.45582999999999996,-48.50444,-9.00237835282498,-9.65386886137305
2000-01-01 22:00:00,12.5,39,-0.45582999999999996,-48.50444,-7.866504888122967,-9.714324518212136
2000-01-01 23:00:00,12.0,39,-0.45582999999999996,-48.50444,-7.551844692598049,-9.32575153748365
2000-01-02 00:00:00,10.5,38,-0.45582999999999996,-48.50444,-6.464445490919412,-8.27411291287058
2000-01-02 01:00:00,9.3,36,-0.45582999999999996,-48.50444,-5.46640284632,-7.523858047687012
2000-01-02 02:00:00,11.9,5,-0.45582999999999996,-48.50444,-1.037153338697132,-11.854716907291772
2000-01-02 03:00:00,11.2,354,-0.45582999999999996,-48.50444,1.1707187885977182,-11.13864522812466
2000-01-02 04:00:00,8.6,360,-0.45582999999999996,-48.50444,2.1063924945334474e-15,-8.6
2000-01-02 05:00:00,5.9,43,-0.45582999999999996,-48.50444,-4.023790324368742,-4.314986839553106
2000-01-02 06:00:00,7.2,84,-0.45582999999999996,-48.50444,-7.160557646651568,-0.752604935527105
2000-01-02 07:00:00,10.8,90,-0.45582999999999996,-48.50444,-10.8,-6.613092715395707e-16
2000-01-02 08:00:00,11.5,70,-0.45582999999999996,-48.50444,-10.806465139037945,-3.9332316482451914
2000-01-02 09:00:00,12.2,62,-0.45582999999999996,-48.50444,-10.771960632878907,-5.727553065987868
2000-01-02 10:00:00,13.7,55,-0.45582999999999996,-48.50444,-11.222383006759188,-7.857997178009332
2000-01-02 11:00:00,14.5,48,-0.45582999999999996,-48.50444,-10.775599969422217,-9.702393792203445
2000-01-02 12:00:00,14.0,42,-0.45582999999999996,-48.50444,-9.367828489024015,-10.40402755668352
2000-01-02 13:00:00,14.4,37,-0.45582999999999996,-48.50444,-8.666136333389495,-11.500351344681016
2000-01-02 14:00:00,13.5,42,-0.45582999999999996,-48.50444,-9.033263185844586,-10.032455143944823
2000-01-02 15:00:00,12.5,44,-0.45582999999999996,-48.50444,-8.683229630737465,-8.99174750423314
2000-01-02 16:00:00,11.3,37,-0.45582999999999996,-48.50444,-6.800509761618146,-9.02458126353441
2000-01-02 17:00:00,11.9,35,-0.45582999999999996,-48.50444,-6.825559592577449,-9.747909327039002
2000-01-02 18:00:00,9.9,33,-0.45582999999999996,-48.50444,-5.391926446648768,-8.302838622659698
2000-01-02 19:00:00,9.4,18,-0.45582999999999996,-48.50444,-2.9047597471245057,-8.939931253174443
2000-01-02 20:00:00,8.0,8,-0.45582999999999996,-48.50444,-1.1133848076805235,-7.922144549932563
2000-01-02 21:00:00,7.9,16,-0.45582999999999996,-48.50444,-2.1775351109542935,-7.59396739791272
2000-01-02 22:00:00,8.1,13,-0.45582999999999996,-48.50444,-1.8221035401853065,-7.892397524760405
2000-01-02 23:00:00,7.3,9,-0.45582999999999996,-48.50444,-1.1419715947936853,-7.210124886344506
2000-01-03 00:00:00,6.9,9,-0.45582999999999996,-48.50444,-1.079397808777593,-6.815049550106451
2000-01-03 01:00:00,7.1,24,-0.45582999999999996,-48.50444,-2.8878301658381815,-6.486172749262466
2000-01-03 02:00:00,6.7,36,-0.45582999999999996,-48.50444,-3.93816119035957,-5.420413862312148
2000-01-03 03:00:00,6.3,31,-0.45582999999999996,-48.50444,-3.244739871933341,-5.400153994423308
2000-01-03 04:00:00,6.1,40,-0.45582999999999996,-48.50444,-3.921004419087889,-4.6728711030257655
2000-01-03 05:00:00,5.4,42,-0.45582999999999996,-48.50444,-3.6133052743378347,-4.012982057577929
2000-01-03 06:00:00,2.7,23,-0.45582999999999996,-48.50444,-1.0549740469210394,-2.485363104321589
2000-01-03 07:00:00,3.1,36,-0.45582999999999996,-48.50444,-1.8221342821066668,-2.5079526825623373
2000-01-03 08:00:00,5.3,28,-0.45582999999999996,-48.50444,-2.4881992827652213,-4.679622242152313
2000-01-03 09:00:00,6.9,39,-0.45582999999999996,-48.50444,-4.342310698243878,-5.3623071340531
2000-01-03 10:00:00,6.6,49,-0.45582999999999996,-48.50444,-4.981083229470295,-4.329989591337347
2000-01-03 11:00:00,8.7,60,-0.45582999999999996,-48.50444,-7.534421012924615,-4.3500000000000005
2000-01-03 12:00:00,13.7,63,-0.45582999999999996,-48.50444,-12.206789381380638,-6.219669846431791
2000-01-03 13:00:00,12.2,56,-0.45582999999999996,-48.50444,-10.114258385171508,-6.822153422343111
2000-01-03 14:00:00,9.2,31,-0.45582999999999996,-48.50444,-4.738350289172498,-7.8859391664594325
