date,temp_max,temp_min,temp
2000-01-01,16.3,5.5,10.9
2000-01-02,16.3,4.6,10.45
2000-01-03,16.0,7.0,11.5
2000-01-04,16.6,5.7,11.15
2000-01-05,15.3,6.7,11.0
2000-01-06,14.4,4.6,9.5
2000-01-07,15.3,6.3,10.8
2000-01-08,13.1,4.4,8.75
2000-01-09,15.0,4.3,9.65
2000-01-10,14.9,4.8,9.85
2000-01-11,14.2,4.2,9.2
2000-01-12,15.1,6.7,10.9
2000-01-13,15.1,6.9,11.0
2000-01-14,14.7,6.1,10.399999999999999
2000-01-15,15.5,5.0,10.25
2000-01-16,13.1,5.8,9.45
2000-01-17,13.7,5.2,9.45
2000-01-18,15.4,6.5,10.95
2000-01-19,15.1,6.2,10.65
2000-01-20,15.0,6.9,10.95
2000-01-21,16.4,6.5,11.45
2000-01-22,16.0,7.9,11.95
2000-01-23,12.3,5.2,8.75
2000-01-24,16.1,7.3,11.700000000000001
2000-01-25,10.5,4.7,7.6
2000-01-26,14.6,5.4,10.0
2000-01-27,15.7,7.5,11.6
2000-01-28,12.5,4.7,8.6
2000-01-29,14.1,8.0,11.05
2000-01-30,12.6,6.4,9.5
2000-01-31,14.0,6.2,10.1
2000-02-01,14.8,7.2,11.0
2000-02-02,16.9,6.9,11.899999999999999
2000-02-03,14.8,6.9,10.850000000000001
2000-02-04,14.3,7.1,10.7
2000-02-05,15.1,6.6,10.85
2000-02-06,14.7,7.5,11.1
2000-02-07,14.4,7.4,10.9
2000-02-08,16.1,8.1,12.100000000000001
2000-02-09,16.6,7.3,11.950000000000001
2000-02-10,13.1,5.8,9.45
2000-02-11,14.7,5.3,10.0
2000-02-12,12.5,4.5,8.5
2000-02-13,12.0,5.0,8.5
2000-02-14,14.2,6.6,10.399999999999999
2000-02-15,14.2,6.6,10.399999999999999
2000-02-16,14.7,5.2,9.95
2000-02-17,14.2,5.2,9.7
2000-02-18,14.9,6.0,10.45
2000-02-19,13.8,4.8,9.3
2000-02-20,12.5,4.1,8.3
2000-02-21,13.3,4.2,8.75
2000-02-22,14.8,5.5,10.15
2000-02-23,14.7,6.0,10.35
2000-02-24,13.9,6.5,10.2
2000-02-25,14.9,5.6,10.25
2000-02-26,15.6,7.0,11.3
2000-02-27,15.4,4.9,10.15
2000-02-28,14.8,6.3,10.55
2000-02-29,16.2,7.2,11.7
2000-03-01,16.2,7.9,12.05
2000-03-02,15.3,4.8,10.05
2000-03-03,15.9,6.3,11.1
2000-03-04,15.2,5.4,10.3
2000-03-05,15.2,7.0,11.1
2000-03-06,14.8,6.3,10.55
2000-03-07,13.2,7.9,10.55
2000-03-08,14.7,7.0,10.85
2000-03-09,12.9,4.9,8.9
2000-03-10,14.7,6.3,10.5
2000-03-11,10.7,6.4,8.55
2000-03-12,14.5,7.1,10.8
2000-03-13,15.0,6.2,10.6
2000-03-14,15.2,4.8,10.0
2000-03-15,14.1,6.6,10.35
2000-03-16,16.7,6.8,11.75
2000-03-17,15.1,7.2,11.15
2000-03-18,14.2,6.3,10.25
2000-03-19,15.6,6.6,11.1
2000-03-20,14.3,6.4,10.350000000000001
2000-03-21,14.7,5.3,10.0
2000-03-22,15.8,6.0,10.9
2000-03-23,13.7,4.8,9.25
2000-03-24,14.2,6.3,10.25
2000-03-25,14.7,6.0,10.35
2000-03-26,16.7,3.8,10.25
2000-03-27,16.4,1.8,9.1
2000-03-28,15.4,5.3,10.35
2000-03-29,15.4,5.0,10.2
2000-03-30,14.3,5.4,9.850000000000001
2000-03-31,12.6,5.7,9.15
2000-04-01,14.9,6.2,10.55
2000-04-02,15.1,6.9,11.0
2000-04-03,16.0,6.9,11.45
2000-04-04,15.3,3.9,9.6
2000-04-05,14.9,5.5,10.2
2000-04-06,15.1,5.7,10.4
2000-04-07,15.4,7.1,11.25
2000-04-08,14.9,7.5,11.2
2000-04-09,15.4,6.1,10.75
2000-04-10,15.9,4.6,10.25
2000-04-11,16.3,3.4,9.85
2000-04-12,15.9,4.6,10.25
2000-04-13,13.6,5.3,9.45
2000-04-14,14.5,2.3,8.4
2000-04-15,14.8,5.7,10.25
2000-04-16,14.7,7.0,10.85
2000-04-17,15.6,4.3,9.95
2000-04-18,15.0,3.7,9.35
2000-04-19,13.8,4.7,9.25
2000-04-20,15.1,3.2,9.15
2000-04-21,14.7,4.2,9.45
2000-04-22,14.8,4.5,9.65
2000-04-23,15.1,5.6,10.35
2000-04-24,15.5,6.1,10.8
2000-04-25,15.2,7.0,11.1
2000-04-26,15.7,3.2,9.45
2000-04-27,13.7,4.7,9.2
2000-04-28,15.8,5.5,10.65
2000-04-29,14.2,2.5,8.35
2000-04-30,16.5,6.8,11.65
2000-05-01,16.1,2.2,9.15
2000-05-02,16.0,3.4,9.7
2000-05-03,15.6,4.0,9.8
2000-05-04,15.3,4.6,9.95
