lon,date,temp_max,temp_min,temp
-60.67333,2018-01-01,30.1,23.5,26.8
-60.67333,2018-01-02,30.3,23.8,27.05
-60.67333,2018-01-03,30.2,23.8,27.0
-60.67333,2018-01-04,30.8,23.5,27.15
-60.67333,2018-01-05,30.2,23.7,26.95
-60.67333,2018-01-06,31.5,22.7,27.1
-60.67333,2018-01-07,31.3,23.2,27.25
-60.67333,2018-01-08,31.7,23.3,27.5
-60.67333,2018-01-09,31.5,23.1,27.3
-60.67333,2018-01-10,31.3,24.1,27.700000000000003
-60.67333,2018-01-11,33.2,24.8,29.0
-60.67333,2018-01-12,31.8,24.5,28.15
-60.67333,2018-01-13,32.8,25.0,28.9
-60.67333,2018-01-14,33.2,24.8,29.0
-60.67333,2018-01-15,32.1,24.9,28.5
-60.67333,2018-01-16,32.3,24.6,28.45
-60.67333,2018-01-17,31.0,24.8,27.9
-60.67333,2018-01-18,30.9,24.8,27.85
-60.67333,2018-01-19,32.1,24.1,28.1
-60.67333,2018-01-20,32.6,24.6,28.6
-60.67333,2018-01-21,33.5,24.6,29.05
-60.67333,2018-01-22,33.2,25.1,29.150000000000002
-60.67333,2018-01-23,32.8,25.8,29.299999999999997
-60.67333,2018-01-24,29.7,25.2,27.45
-60.67333,2018-01-25,30.6,24.5,27.55
-60.67333,2018-01-26,33.5,24.5,29.0
-60.67333,2018-01-27,34.4,25.0,29.7
-60.67333,2018-01-28,33.5,24.8,29.15
-60.67333,2018-01-29,33.8,24.7,29.25
-60.67333,2018-01-30,35.5,24.7,30.1
-60.67333,2018-01-31,34.2,25.0,29.6
-60.67333,2018-02-01,34.2,25.7,29.950000000000003
-60.67333,2018-02-02,34.5,26.2,30.35
-60.67333,2018-02-03,35.8,25.2,30.5
-60.67333,2018-02-04,33.4,25.3,29.35
-60.67333,2018-02-05,35.6,25.0,30.3
-60.67333,2018-02-06,33.6,24.6,29.1
-60.67333,2018-02-07,33.9,24.6,29.25
-60.67333,2018-02-08,35.1,24.6,29.85
-60.67333,2018-02-09,35.1,24.8,29.950000000000003
-60.67333,2018-02-10,33.2,25.9,29.55
-60.67333,2018-02-11,33.1,25.6,29.35
-60.67333,2018-02-12,32.6,24.8,28.700000000000003
-60.67333,2018-02-13,31.8,25.2,28.5
-60.67333,2018-02-14,31.5,25.3,28.4
-60.67333,2018-02-15,32.9,25.6,29.25
-60.67333,2018-02-16,31.6,24.4,28.0
-60.67333,2018-02-17,29.0,23.8,26.4
-60.67333,2018-02-18,31.0,24.1,27.55
-60.67333,2018-02-19,33.8,23.5,28.65
-60.67333,2018-02-20,33.7,23.3,28.5
-60.67333,2018-02-21,33.4,23.6,28.5
-60.67333,2018-02-22,33.2,24.1,28.650000000000002
-60.67333,2018-02-23,34.4,23.9,29.15
-60.67333,2018-02-24,31.7,25.4,28.549999999999997
-60.67333,2018-02-25,34.0,25.0,29.5
-60.67333,2018-02-26,34.6,24.9,29.75
-60.67333,2018-02-27,34.5,25.0,29.75
-60.67333,2018-02-28,34.1,26.6,30.35
-60.67333,2018-03-01,35.6,26.8,31.200000000000003
-60.67333,2018-03-02,34.8,26.0,30.4
-60.67333,2018-03-03,31.7,24.7,28.2
-60.67333,2018-03-04,29.0,23.9,26.45
-60.67333,2018-03-05,30.3,23.0,26.65
-60.67333,2018-03-06,29.5,23.8,26.65
