lon,date,temp_max,temp_min,temp
-48.50444,2007-01-01,30.1,24.6,27.35
-48.50444,2007-01-02,30.5,25.0,27.75
-48.50444,2007-01-03,29.4,25.4,27.4
-48.50444,2007-01-04,29.5,24.8,27.15
-48.50444,2007-01-05,31.1,25.0,28.05
-48.50444,2007-01-06,31.4,24.7,28.049999999999997
-48.50444,2007-01-07,30.6,25.4,28.0
-48.50444,2007-01-08,31.1,25.4,28.25
-48.50444,2007-01-09,28.9,24.9,26.9
-48.50444,2007-01-10,28.6,24.7,26.65
-48.50444,2007-01-11,29.3,24.5,26.9
-48.50444,2007-01-12,29.5,24.3,26.9
-48.50444,2007-01-13,29.0,24.9,26.95
-48.50444,2007-01-14,30.3,25.1,27.700000000000003
-48.50444,2007-01-15,30.4,25.4,27.9
-48.50444,2007-01-16,30.8,25.6,28.200000000000003
-48.50444,2007-01-17,30.7,25.6,28.15
-48.50444,2007-01-18,30.4,25.7,28.049999999999997
-48.50444,2007-01-19,29.4,25.7,27.549999999999997
-48.50444,2007-01-20,30.6,24.9,27.75
-48.50444,2007-01-21,31.1,25.4,28.25
-48.50444,2007-01-22,31.2,25.5,28.35
-48.50444,2007-01-23,30.6,25.6,28.1
-48.50444,2007-01-24,30.9,25.6,28.25
-48.50444,2007-01-25,30.7,25.4,28.049999999999997
-48.50444,2007-01-26,31.7,25.3,28.5
-48.50444,2007-01-27,31.1,25.5,28.3
-48.50444,2007-01-28,30.6,25.3,27.950000000000003
-48.50444,2007-01-29,30.5,25.2,27.85
-48.50444,2007-01-30,29.7,25.2,27.45
-48.50444,2007-01-31,28.6,24.6,26.6
-48.50444,2007-02-01,28.0,24.7,26.35
-48.50444,2007-02-02,28.1,24.2,26.15
-48.50444,2007-02-03,28.9,24.3,26.6
-48.50444,2007-02-04,28.7,24.9,26.799999999999997
-48.50444,2007-02-05,27.7,24.4,26.049999999999997
-48.50444,2007-02-06,28.6,24.3,26.450000000000003
-48.50444,2007-02-07,25.9,24.4,25.15
-48.50444,2007-02-08,26.0,24.0,25.0
-48.50444,2007-02-09,26.3,24.3,25.3
-48.50444,2007-02-10,29.5,24.1,26.8
-48.50444,2007-02-11,29.4,24.3,26.85
-48.50444,2007-02-12,28.7,24.3,26.5
-48.50444,2007-02-13,30.2,24.3,27.25
-48.50444,2007-02-14,28.3,24.4,26.35
-48.50444,2007-02-15,29.3,24.0,26.65
-48.50444,2007-02-16,26.7,24.1,25.4
-48.50444,2007-02-17,29.2,24.1,26.65
-48.50444,2007-02-18,27.4,24.4,25.9
-48.50444,2007-02-19,27.9,23.8,25.85
-48.50444,2007-02-20,28.3,23.1,25.700000000000003
-48.50444,2007-02-21,28.3,23.7,26.0
-48.50444,2007-02-22,29.8,23.8,26.8
-48.50444,2007-02-23,29.3,23.6,26.450000000000003
-48.50444,2007-02-24,29.3,23.7,26.5
-48.50444,2007-02-25,30.3,24.3,27.3
-48.50444,2007-02-26,29.3,24.5,26.9
-48.50444,2007-02-27,29.0,23.9,26.45
-48.50444,2007-02-28,28.8,24.1,26.450000000000003
-48.50444,2007-03-01,29.6,24.2,26.9
