date,temp_max,temp_min,month,temp
2001-01-01,27.7,23.2,1,25.45
2001-01-02,28.9,23.0,1,25.95
2001-01-03,27.5,23.8,1,25.65
2001-01-04,28.5,23.4,1,25.95
2001-01-05,28.3,23.6,1,25.950000000000003
2001-01-06,29.8,23.0,1,26.4
2001-01-07,27.5,23.4,1,25.45
2001-01-08,28.7,22.8,1,25.75
2001-01-09,24.5,23.0,1,23.75
2001-01-10,25.9,22.6,1,24.25
2001-01-11,28.6,23.1,1,25.85
2001-01-12,28.6,22.7,1,25.65
2001-01-13,28.6,22.7,1,25.65
2001-01-14,27.9,23.0,1,25.45
2001-01-15,28.6,22.9,1,25.75
2001-01-16,27.5,23.1,1,25.3
2001-01-17,27.1,22.7,1,24.9
2001-01-18,27.1,22.5,1,24.8
2001-01-19,26.7,23.2,1,24.95
2001-01-20,27.0,22.8,1,24.9
2001-01-21,27.4,22.6,1,25.0
2001-01-22,27.9,22.8,1,25.35
2001-01-23,27.5,22.5,1,25.0
2001-01-24,28.3,22.4,1,25.35
2001-01-25,29.1,22.6,1,25.85
2001-01-26,28.6,23.2,1,25.9
2001-01-27,28.8,22.8,1,25.8
2001-01-28,27.5,23.4,1,25.45
2001-01-29,27.5,22.9,1,25.2
2001-01-30,27.4,23.2,1,25.299999999999997
2001-01-31,27.7,23.5,1,25.6
2001-02-01,27.1,22.8,2,24.950000000000003
2001-02-02,29.3,22.7,2,26.0
2001-02-03,28.4,23.2,2,25.799999999999997
2001-02-04,28.9,23.1,2,26.0
2001-02-05,29.0,23.0,2,26.0
2001-02-06,29.7,22.9,2,26.299999999999997
2001-02-07,29.2,23.5,2,26.35
2001-02-08,29.3,23.5,2,26.4
2001-02-09,28.4,23.2,2,25.799999999999997
2001-02-10,28.2,23.4,2,25.799999999999997
2001-02-11,29.8,23.2,2,26.5
2001-02-12,27.8,23.5,2,25.65
2001-02-13,27.6,23.5,2,25.55
2001-02-14,28.6,23.2,2,25.9
2001-02-15,30.6,23.1,2,26.85
2001-02-16,30.4,23.6,2,27.0
2001-02-17,27.5,23.6,2,25.55
2001-02-18,28.8,23.5,2,26.15
2001-02-19,29.0,23.9,2,26.45
2001-02-20,27.9,24.0,2,25.95
2001-02-21,29.5,23.9,2,26.7
2001-02-22,25.5,23.6,2,24.55
2001-02-23,27.9,23.2,2,25.549999999999997
2001-02-24,28.4,22.9,2,25.65
2001-02-25,28.7,23.1,2,25.9
2001-02-26,27.0,23.2,2,25.1
2001-02-27,25.9,23.1,2,24.5
2001-02-28,26.1,23.2,2,24.65
2001-03-01,28.6,22.9,3,25.75
2001-03-02,26.9,22.9,3,24.9
2001-03-03,29.1,22.7,3,25.9
2001-03-04,28.7,23.2,3,25.95
2001-03-05,24.6,23.3,3,23.950000000000003
2001-03-06,30.2,22.6,3,26.4
2001-03-07,30.1,23.6,3,26.85
2001-03-08,29.4,24.0,3,26.7
2001-03-09,30.4,23.1,3,26.75
2001-03-10,30.0,23.7,3,26.85
2001-03-11,30.1,24.0,3,27.05
2001-03-12,29.2,24.4,3,26.799999999999997
2001-03-13,31.7,24.3,3,28.0
2001-03-14,31.3,24.8,3,28.05
2001-03-15,31.1,24.9,3,28.0
2001-03-16,30.3,24.4,3,27.35
2001-03-17,28.1,23.5,3,25.8
2001-03-18,29.6,23.1,3,26.35
2001-03-19,27.9,23.5,3,25.7
2001-03-20,29.9,23.8,3,26.85
2001-03-21,30.3,23.8,3,27.05
2001-03-22,28.3,24.4,3,26.35
2001-03-23,28.9,23.3,3,26.1
2001-03-24,27.3,23.4,3,25.35
2001-03-25,29.0,23.6,3,26.3
2001-03-26,27.9,23.7,3,25.799999999999997
2001-03-27,27.0,23.7,3,25.35
2001-03-28,25.7,23.2,3,24.45
2001-03-29,29.6,23.1,3,26.35
2001-03-30,30.2,23.5,3,26.85
2001-03-31,27.5,23.8,3,25.65
2001-04-01,26.9,23.5,4,25.2
2001-04-02,27.4,23.6,4,25.5
2001-04-03,30.2,23.5,4,26.85
2001-04-04,29.0,24.0,4,26.5
2001-04-05,28.8,23.4,4,26.1
2001-04-06,27.1,23.7,4,25.4
2001-04-07,28.0,23.1,4,25.55
2001-04-08,29.1,24.0,4,26.55
2001-04-09,27.4,23.5,4,25.45
2001-04-10,29.5,23.3,4,26.4
2001-04-11,29.8,23.6,4,26.700000000000003
2001-04-12,27.9,24.3,4,26.1
2001-04-13,29.1,23.7,4,26.4
2001-04-14,29.5,23.3,4,26.4
2001-04-15,28.4,23.2,4,25.799999999999997
2001-04-16,28.7,23.7,4,26.2
2001-04-17,27.2,23.8,4,25.5
2001-04-18,26.6,23.4,4,25.0
2001-04-19,27.2,23.1,4,25.15
2001-04-20,27.1,23.6,4,25.35
2001-04-21,27.9,23.9,4,25.9
2001-04-22,28.6,23.1,4,25.85
2001-04-23,29.8,23.4,4,26.6
2001-04-24,29.1,23.5,4,26.3
2001-04-25,29.6,23.8,4,26.700000000000003
2001-04-26,30.5,23.5,4,27.0
2001-04-27,30.3,24.0,4,27.15
