date,temp_max,temp_min,month,temp
2000-01-01,29.4,24.0,1,26.7
2000-01-02,28.6,24.1,1,26.35
2000-01-03,27.8,24.0,1,25.9
2000-01-04,28.8,23.6,1,26.200000000000003
2000-01-05,28.4,23.9,1,26.15
2000-01-06,28.3,23.8,1,26.05
2000-01-07,28.6,23.5,1,26.05
2000-01-08,28.7,23.8,1,26.25
2000-01-09,28.5,23.2,1,25.85
2000-01-10,29.8,23.8,1,26.8
2000-01-11,29.2,23.4,1,26.299999999999997
2000-01-12,26.9,23.9,1,25.4
2000-01-13,27.9,23.4,1,25.65
2000-01-14,24.9,23.0,1,23.95
2000-01-15,27.2,22.6,1,24.9
2000-01-16,27.4,23.0,1,25.2
2000-01-17,27.1,23.1,1,25.1
2000-01-18,26.9,22.9,1,24.9
2000-01-19,28.9,22.8,1,25.85
2000-01-20,28.8,23.3,1,26.05
2000-01-21,30.2,23.2,1,26.7
2000-01-22,29.7,23.3,1,26.5
2000-01-23,29.8,23.7,1,26.75
2000-01-24,28.4,23.6,1,26.0
2000-01-25,27.7,24.0,1,25.85
2000-01-26,29.8,23.8,1,26.8
2000-01-27,29.6,23.6,1,26.6
2000-01-28,30.6,23.8,1,27.200000000000003
2000-01-29,27.1,23.1,1,25.1
2000-01-30,27.1,23.4,1,25.25
2000-01-31,28.1,23.4,1,25.75
2000-02-01,29.0,22.9,2,25.95
2000-02-02,28.1,23.6,2,25.85
2000-02-03,27.9,23.2,2,25.549999999999997
2000-02-04,26.8,23.1,2,24.950000000000003
2000-02-05,25.8,23.5,2,24.65
2000-02-06,27.3,22.9,2,25.1
2000-02-07,28.5,23.2,2,25.85
2000-02-08,28.5,24.1,2,26.3
2000-02-09,30.0,23.9,2,26.95
2000-02-10,29.9,24.2,2,27.049999999999997
2000-02-11,29.7,24.2,2,26.95
2000-02-12,28.8,23.8,2,26.3
2000-02-13,25.3,23.1,2,24.200000000000003
2000-02-14,29.0,22.6,2,25.8
2000-02-15,28.4,23.4,2,25.9
2000-02-16,27.5,22.8,2,25.15
2000-02-17,27.2,22.9,2,25.049999999999997
2000-02-18,28.9,22.9,2,25.9
2000-02-19,29.8,23.4,2,26.6
2000-02-20,29.5,23.2,2,26.35
2000-02-21,25.1,23.5,2,24.3
2000-02-22,27.5,23.2,2,25.35
2000-02-23,29.9,22.9,2,26.4
2000-02-24,29.5,23.0,2,26.25
2000-02-25,28.9,23.4,2,26.15
2000-02-26,27.2,23.5,2,25.35
2000-02-27,27.6,23.1,2,25.35
2000-02-28,28.3,23.1,2,25.700000000000003
2000-02-29,28.3,23.1,2,25.700000000000003
2000-03-01,28.5,23.4,3,25.95
2000-03-02,27.3,23.4,3,25.35
2000-03-03,25.9,23.2,3,24.549999999999997
2000-03-04,25.0,23.0,3,24.0
2000-03-05,29.6,22.5,3,26.05
2000-03-06,28.2,23.2,3,25.7
2000-03-07,27.2,23.0,3,25.1
2000-03-08,27.1,23.3,3,25.200000000000003
2000-03-09,30.5,22.8,3,26.65
2000-03-10,29.7,23.4,3,26.549999999999997
2000-03-11,25.8,23.9,3,24.85
2000-03-12,25.5,23.2,3,24.35
2000-03-13,27.3,22.4,3,24.85
2000-03-14,31.0,22.2,3,26.6
2000-03-15,29.5,23.8,3,26.65
2000-03-16,26.7,24.0,3,25.35
2000-03-17,25.9,23.2,3,24.549999999999997
2000-03-18,27.6,22.7,3,25.15
2000-03-19,25.4,23.3,3,24.35
2000-03-20,29.1,22.7,3,25.9
2000-03-21,30.2,23.2,3,26.7
2000-03-22,29.0,23.2,3,26.1
2000-03-23,28.3,23.2,3,25.75
2000-03-24,29.2,23.6,3,26.4
2000-03-25,28.5,23.5,3,26.0
2000-03-26,28.9,23.0,3,25.95
2000-03-27,24.2,23.2,3,23.7
2000-03-28,26.5,22.8,3,24.65
2000-03-29,29.2,22.9,3,26.049999999999997
2000-03-30,28.2,23.2,3,25.7
2000-03-31,27.6,23.4,3,25.5
2000-04-01,28.7,23.0,4,25.85
2000-04-02,27.7,23.5,4,25.6
2000-04-03,29.2,23.0,4,26.1
2000-04-04,28.8,23.2,4,26.0
2000-04-05,28.0,23.2,4,25.6
2000-04-06,27.8,23.5,4,25.65
2000-04-07,29.7,23.1,4,26.4
2000-04-08,28.5,23.4,4,25.95
2000-04-09,28.3,23.5,4,25.9
2000-04-10,26.5,23.5,4,25.0
2000-04-11,28.9,23.2,4,26.049999999999997
2000-04-12,28.1,23.4,4,25.75
2000-04-13,24.6,23.0,4,23.8
2000-04-14,28.1,22.9,4,25.5
2000-04-15,29.0,23.0,4,26.0
2000-04-16,27.2,23.2,4,25.2
2000-04-17,28.1,23.6,4,25.85
2000-04-18,29.3,23.3,4,26.3
2000-04-19,26.8,23.3,4,25.05
2000-04-20,29.5,23.5,4,26.5
2000-04-21,27.4,23.5,4,25.45
2000-04-22,28.2,23.7,4,25.95
2000-04-23,26.7,23.5,4,25.1
2000-04-24,24.6,23.4,4,24.0
2000-04-25,28.8,23.1,4,25.950000000000003
2000-04-26,25.2,23.3,4,24.25
2000-04-27,27.8,22.3,4,25.05
2000-04-28,27.1,23.0,4,25.05
2000-04-29,28.3,23.4,4,25.85
2000-04-30,27.7,23.4,4,25.549999999999997
2000-05-01,27.1,23.3,5,25.200000000000003
2000-05-02,29.7,23.1,5,26.4
2000-05-03,29.7,23.7,5,26.7
2000-05-04,30.5,24.0,5,27.25
2000-05-05,28.8,24.0,5,26.4
2000-05-06,27.7,23.6,5,25.65
2000-05-07,28.8,23.4,5,26.1
2000-05-08,27.2,23.7,5,25.45
2000-05-09,28.1,23.4,5,25.75
2000-05-10,29.8,23.0,5,26.4
2000-05-11,27.6,23.4,5,25.5
