hora,velocidade,direcao,lat,lon,u,v
2015-01-01 00:00:00,22.6,115,-8.05389,-33.88111,-20.48255598702829,9.551172715339806
2015-01-01 01:00:00,20.1,114,-8.05389,-33.88111,-18.362263698616278,8.175406525823586
2015-01-01 02:00:00,18.9,114,-8.05389,-33.88111,-17.266009149445154,7.687322554132624
2015-01-01 03:00:00,18.5,117,-8.05389,-33.88111,-16.483620697484806,8.398824245181613
2015-01-01 04:00:00,19.6,116,-8.05389,-33.88111,-17.616363307463672,8.59207447706592
2015-01-01 05:00:00,20.6,117,-8.05389,-33.88111,-18.35473439828038,9.352204294634662
2015-01-01 06:00:00,22.7,115,-8.05389,-33.88111,-20.573186765731954,9.593434541513874
2015-01-01 07:00:00,25.0,117,-8.05389,-33.88111,-22.275163104709197,11.349762493488667
2015-01-01 08:00:00,22.7,119,-8.05389,-33.88111,-19.853867352064285,11.00517837959185
2015-01-01 09:00:00,21.0,121,-8.05389,-33.88111,-18.00051331474436,10.81579957311114
2015-01-01 10:00:00,21.1,120,-8.05389,-33.88111,-18.27313601985166,10.549999999999995
2015-01-01 11:00:00,20.6,117,-8.05389,-33.88111,-18.35473439828038,9.352204294634662
2015-01-01 12:00:00,19.0,117,-8.05389,-33.88111,-16.92912395957899,8.625819495051386
2015-01-01 13:00:00,18.4,118,-8.05389,-33.88111,-16.246235708604253,8.638276755260392
2015-01-01 14:00:00,18.2,120,-8.05389,-33.88111,-15.761662348876785,9.099999999999996
2015-01-01 15:00:00,17.7,123,-8.05389,-33.88111,-14.844469052634004,9.640110919765979
2015-01-01 16:00:00,17.6,125,-8.05389,-33.88111,-14.417075979486254,10.094945279778413
2015-01-01 17:00:00,17.6,125,-8.05389,-33.88111,-14.417075979486254,10.094945279778413
2015-01-01 18:00:00,17.1,120,-8.05389,-33.88111,-14.809034404713904,8.549999999999997
2015-01-01 19:00:00,16.7,115,-8.05389,-33.88111,-15.135340043512056,7.057724971069678
2015-01-01 20:00:00,17.6,113,-8.05389,-33.88111,-16.20088542076295,6.876867861411219
2015-01-01 21:00:00,18.5,111,-8.05389,-33.88111,-17.271237890198233,6.629807066588055
2015-01-01 22:00:00,18.4,107,-8.05389,-33.88111,-17.596007509719854,5.379639366898354
2015-01-01 23:00:00,18.4,102,-8.05389,-33.88111,-17.997915853502022,3.8255751110467715
2015-01-02 00:00:00,18.9,99,-8.05389,-33.88111,-18.667309637248103,2.9566113892603623
2015-01-02 01:00:00,19.6,96,-8.05389,-33.88111,-19.492629149218157,2.04875788004601
2015-01-02 02:00:00,19.9,95,-8.05389,-33.88111,-19.824274492025737,1.7343992806783988
2015-01-02 03:00:00,19.5,95,-8.05389,-33.88111,-19.42579661278904,1.6995369835793357
2015-01-02 04:00:00,18.7,92,-8.05389,-33.88111,-18.68860846525709,0.6526205883367678
2015-01-02 05:00:00,17.3,92,-8.05389,-33.88111,-17.289461307430358,0.6037612929532665
2015-01-02 06:00:00,17.1,97,-8.05389,-33.88111,-16.97253919306661,2.0839657722280203
2015-01-02 07:00:00,18.9,111,-8.05389,-33.88111,-17.64467006079711,6.7731542464061745
2015-01-02 08:00:00,19.1,112,-8.05389,-33.88111,-17.70921162222564,7.154985934243921
2015-01-02 09:00:00,18.9,111,-8.05389,-33.88111,-17.64467006079711,6.7731542464061745
2015-01-02 10:00:00,19.4,108,-8.05389,-33.88111,-18.45049641612598,5.9949296908739775
2015-01-02 11:00:00,20.7,107,-8.05389,-33.88111,-19.795508448434834,6.0520942877606485
