hora,velocidade,direcao,lat,lon,u,v
2015-01-01 00:00:00,21.3,106,-9.05389,-33.88111,-20.47487412348619,5.87107567890208
2015-01-01 01:00:00,20.2,106,-9.05389,-33.88111,-19.417486257954042,5.567874587503381
2015-01-01 02:00:00,19.9,107,-9.05389,-33.88111,-19.030464643664406,5.818196923982459
2015-01-01 03:00:00,20.3,110,-9.05389,-33.88111,-19.07576020195394,6.943008909511075
2015-01-01 04:00:00,19.5,113,-9.05389,-33.88111,-17.949844642322585,7.619257005540838
2015-01-01 05:00:00,21.9,113,-9.05389,-33.88111,-20.15905629060844,8.557011713915095
2015-01-01 06:00:00,25.2,109,-9.05389,-33.88111,-23.827068105102782,8.204317492320348
2015-01-01 07:00:00,24.2,108,-9.05389,-33.88111,-23.015567694342717,7.4782112638737255
2015-01-01 08:00:00,22.0,108,-9.05389,-33.88111,-20.92324335849338,6.798373876248841
2015-01-01 09:00:00,20.0,108,-9.05389,-33.88111,-19.021130325903073,6.180339887498947
2015-01-01 10:00:00,19.3,104,-9.05389,-33.88111,-18.726707517126734,4.669092585073589
2015-01-01 11:00:00,18.9,104,-9.05389,-33.88111,-18.33858922661633,4.5723238268337205
2015-01-01 12:00:00,17.8,104,-9.05389,-33.88111,-17.271263927712738,4.3062097416740865
2015-01-01 13:00:00,17.2,106,-9.05389,-33.88111,-16.533701170139086,4.740962520052384
2015-01-01 14:00:00,16.5,106,-9.05389,-33.88111,-15.860817982982262,4.548016370980484
2015-01-01 15:00:00,15.6,109,-9.05389,-33.88111,-14.750089779349343,5.078863209531644
2015-01-01 16:00:00,15.7,110,-9.05389,-33.88111,-14.753174146338761,5.369716250212998
2015-01-01 17:00:00,16.5,110,-9.05389,-33.88111,-15.50492824296749,5.643332364873534
2015-01-01 18:00:00,17.5,109,-9.05389,-33.88111,-16.546575072988045,5.697442703000242
2015-01-01 19:00:00,19.5,109,-9.05389,-33.88111,-18.43761222418668,6.348579011914555
2015-01-01 20:00:00,20.4,107,-9.05389,-33.88111,-19.508617021645925,5.964382776343827
2015-01-01 21:00:00,21.1,107,-9.05389,-33.88111,-20.178030350820052,6.169042969649744
2015-01-01 22:00:00,22.3,108,-9.05389,-33.88111,-21.208560313381927,6.891078974561326
2015-01-01 23:00:00,23.0,107,-9.05389,-33.88111,-21.995009387149818,6.7245492086229435
2015-01-02 00:00:00,23.5,108,-9.05389,-33.88111,-22.34982813293611,7.261899367811263
2015-01-02 01:00:00,24.3,111,-9.05389,-33.88111,-22.686004363882002,8.708341173950798
2015-01-02 02:00:00,24.6,111,-9.05389,-33.88111,-22.966078491831166,8.815851558814387
2015-01-02 03:00:00,25.7,112,-9.05389,-33.88111,-23.828625062366434,9.62738945078894
2015-01-02 04:00:00,25.7,112,-9.05389,-33.88111,-23.828625062366434,9.62738945078894
