lon,date,temp_max,temp_min,temp
-48.50444,2022-01-01,28.4,23.5,25.95
-48.50444,2022-01-02,28.3,23.2,25.75
-48.50444,2022-01-03,28.2,23.1,25.65
-48.50444,2022-01-04,30.4,23.1,26.75
-48.50444,2022-01-05,28.5,22.9,25.7
-48.50444,2022-01-06,29.4,24.1,26.75
-48.50444,2022-01-07,30.2,23.6,26.9
-48.50444,2022-01-08,27.3,23.3,25.3
-48.50444,2022-01-09,26.2,23.2,24.7
-48.50444,2022-01-10,28.3,22.8,25.55
-48.50444,2022-01-11,29.3,22.6,25.950000000000003
-48.50444,2022-01-12,28.3,23.4,25.85
-48.50444,2022-01-13,30.0,22.5,26.25
-48.50444,2022-01-14,31.6,23.7,27.65
-48.50444,2022-01-15,30.0,23.3,26.65
-48.50444,2022-01-16,29.3,22.7,26.0
-48.50444,2022-01-17,29.7,23.3,26.5
-48.50444,2022-01-18,27.5,22.9,25.2
-48.50444,2022-01-19,31.5,23.3,27.4
-48.50444,2022-01-20,31.2,23.6,27.4
-48.50444,2022-01-21,31.6,23.0,27.3
-48.50444,2022-01-22,31.3,23.5,27.4
-48.50444,2022-01-23,29.4,23.6,26.5
-48.50444,2022-01-24,30.4,23.1,26.75
-48.50444,2022-01-25,30.4,23.6,27.0
-48.50444,2022-01-26,31.3,24.0,27.65
-48.50444,2022-01-27,27.7,23.6,25.65
-48.50444,2022-01-28,28.5,23.3,25.9
-48.50444,2022-01-29,24.2,22.9,23.549999999999997
-48.50444,2022-01-30,28.6,23.0,25.8
-48.50444,2022-01-31,30.5,22.8,26.65
-48.50444,2022-02-01,30.1,23.4,26.75
-48.50444,2022-02-02,30.9,24.0,27.45
-48.50444,2022-02-03,30.1,23.2,26.65
-48.50444,2022-02-04,29.5,23.3,26.4
-48.50444,2022-02-05,29.4,23.4,26.4
-48.50444,2022-02-06,28.8,23.4,26.1
-48.50444,2022-02-07,29.0,23.7,26.35
-48.50444,2022-02-08,29.2,23.4,26.299999999999997
-48.50444,2022-02-09,29.0,24.0,26.5
-48.50444,2022-02-10,28.1,23.0,25.55
-48.50444,2022-02-11,30.5,23.8,27.15
-48.50444,2022-02-12,30.4,23.7,27.049999999999997
-48.50444,2022-02-13,29.2,24.3,26.75
-48.50444,2022-02-14,28.4,24.1,26.25
-48.50444,2022-02-15,29.2,24.1,26.65
-48.50444,2022-02-16,27.9,22.9,25.4
-48.50444,2022-02-17,31.2,23.4,27.299999999999997
-48.50444,2022-02-18,31.1,22.6,26.85
-48.50444,2022-02-19,30.0,23.6,26.8
-48.50444,2022-02-20,29.1,23.8,26.450000000000003
-48.50444,2022-02-21,31.1,24.2,27.65
-48.50444,2022-02-22,30.3,23.7,27.0
-48.50444,2022-02-23,30.7,24.1,27.4
-48.50444,2022-02-24,32.3,24.1,28.2
-48.50444,2022-02-25,30.0,24.0,27.0
-48.50444,2022-02-26,30.4,24.2,27.299999999999997
-48.50444,2022-02-27,30.0,24.0,27.0
-48.50444,2022-02-28,30.2,23.8,27.0
-48.50444,2022-03-01,27.8,23.6,25.700000000000003
-48.50444,2022-03-02,30.3,23.4,26.85
-48.50444,2022-03-03,30.4,23.7,27.049999999999997
-48.50444,2022-03-04,30.3,23.4,26.85
-48.50444,2022-03-05,29.0,23.7,26.35
-48.50444,2022-03-06,24.6,23.4,24.0
-48.50444,2022-03-07,29.8,22.8,26.3
-48.50444,2022-03-08,30.5,23.5,27.0
-48.50444,2022-03-09,29.7,23.8,26.75
-48.50444,2022-03-10,28.5,23.6,26.05
-48.50444,2022-03-11,27.9,23.8,25.85
-48.50444,2022-03-12,29.0,23.9,26.45
-48.50444,2022-03-13,29.5,23.8,26.65
-48.50444,2022-03-14,28.1,23.7,25.9
-48.50444,2022-03-15,24.9,23.4,24.15
-48.50444,2022-03-16,30.3,23.3,26.8
-48.50444,2022-03-17,30.9,23.6,27.25
-48.50444,2022-03-18,27.9,23.2,25.549999999999997
-48.50444,2022-03-19,26.5,23.6,25.05
-48.50444,2022-03-20,29.7,23.5,26.6
-48.50444,2022-03-21,28.3,23.7,26.0
-48.50444,2022-03-22,27.8,23.9,25.85
-48.50444,2022-03-23,28.5,23.4,25.95
-48.50444,2022-03-24,28.6,24.1,26.35
-48.50444,2022-03-25,29.5,24.4,26.95
-48.50444,2022-03-26,29.9,24.1,27.0
-48.50444,2022-03-27,28.7,24.0,26.35
-48.50444,2022-03-28,28.3,23.7,26.0
-48.50444,2022-03-29,26.9,24.0,25.45
-48.50444,2022-03-30,25.1,23.7,24.4
-48.50444,2022-03-31,27.3,23.9,25.6
-48.50444,2022-04-01,28.4,23.9,26.15
-48.50444,2022-04-02,30.2,23.5,26.85
-48.50444,2022-04-03,30.0,23.5,26.75
-48.50444,2022-04-04,28.7,23.2,25.95
-48.50444,2022-04-05,26.1,23.4,24.75
-48.50444,2022-04-06,30.2,23.4,26.799999999999997
-48.50444,2022-04-07,29.1,23.3,26.200000000000003
-48.50444,2022-04-08,26.9,23.9,25.4
-48.50444,2022-04-09,30.5,23.5,27.0
-48.50444,2022-04-10,27.2,23.1,25.15
-48.50444,2022-04-11,28.6,23.5,26.05
-48.50444,2022-04-12,29.1,23.8,26.450000000000003
-48.50444,2022-04-13,28.0,23.8,25.9
-48.50444,2022-04-14,31.2,23.4,27.299999999999997
-48.50444,2022-04-15,28.5,23.6,26.05
-48.50444,2022-04-16,28.4,23.9,26.15
-48.50444,2022-04-17,29.0,23.3,26.15
-48.50444,2022-04-18,29.0,23.4,26.2
-48.50444,2022-04-19,28.5,23.4,25.95
-48.50444,2022-04-20,29.1,24.2,26.65
-48.50444,2022-04-21,29.8,23.6,26.700000000000003
