hora,velocidade,direcao,lat,lon,u,v
2012-01-01 00:00:00,9.1,353,-10.97472,-68.31,1.1090110249868397,-9.03216997993603
2012-01-01 01:00:00,9.1,351,-10.97472,-68.31,1.423553631866103,-8.987963899415753
2012-01-01 02:00:00,9.5,349,-10.97472,-68.31,1.8126854560771744,-9.325458242752807
2012-01-01 03:00:00,9.3,347,-10.97472,-68.31,2.092044805397948,-9.061641602502688
2012-01-01 04:00:00,8.9,346,-10.97472,-68.31,2.153104870837044,-8.635631963856369
2012-01-01 05:00:00,8.1,347,-10.97472,-68.31,1.8221035401853092,-7.892397524760404
2012-01-01 06:00:00,8.3,355,-10.97472,-68.31,0.7233926648055641,-8.268415994161488
2012-01-01 07:00:00,8.5,348,-10.97472,-68.31,1.767249371950959,-8.314254606237347
2012-01-01 08:00:00,7.6,341,-10.97472,-68.31,2.474317973874391,-7.185941174554808
2012-01-01 09:00:00,6.0,335,-10.97472,-68.31,2.535709570444195,-5.4378467222199
2012-01-01 10:00:00,7.2,333,-10.97472,-68.31,3.2687315981247385,-6.415246974156248
2012-01-01 11:00:00,10.1,333,-10.97472,-68.31,4.585304047369425,-8.999165894302514
2012-01-01 12:00:00,10.5,329,-10.97472,-68.31,5.407899786555572,-9.000256657372177
2012-01-01 13:00:00,10.6,325,-10.97472,-68.31,6.079910225321092,-8.68301166946331
2012-01-01 14:00:00,10.4,326,-10.97472,-68.31,5.815606196095764,-8.621990754572435
2012-01-01 15:00:00,7.1,319,-10.97472,-68.31,4.658019105832603,-5.35843801958168
2012-01-01 16:00:00,7.9,330,-10.97472,-68.31,3.9500000000000037,-6.841600689897064
2012-01-01 17:00:00,8.7,355,-10.97472,-68.31,0.7582549619046273,-8.666893873398186
2012-01-01 18:00:00,8.3,5,-10.97472,-68.31,-0.7233926648055629,-8.268415994161488
2012-01-01 19:00:00,8.3,2,-10.97472,-68.31,-0.2896658226307581,-8.294943864258496
2012-01-01 20:00:00,7.2,3,-10.97472,-68.31,-0.37681888494919563,-7.190132650232932
2012-01-01 21:00:00,6.5,3,-10.97472,-68.31,-0.3401837155791349,-6.49109197590473
2012-01-01 22:00:00,4.3,355,-10.97472,-68.31,0.37476969381493075,-4.283637201794505
2012-01-01 23:00:00,5.2,326,-10.97472,-68.31,2.907803098047882,-4.3109953772862175
2012-01-02 00:00:00,6.2,324,-10.97472,-68.31,3.644268564213335,-5.015905365124674
2012-01-02 01:00:00,6.9,321,-10.97472,-68.31,4.342310698243882,-5.362307134053097
