lon,date,temp_max,temp_min,precipitacao,temp
-48.50444,2021-01-01,29.0,23.9,8.3,26.45
-48.50444,2021-01-02,29.2,24.3,7.9,26.75
-48.50444,2021-01-03,29.5,24.1,7.6,26.8
-48.50444,2021-01-04,28.3,23.8,3.9,26.05
-48.50444,2021-01-05,30.7,24.1,2.1,27.4
-48.50444,2021-01-06,30.2,22.8,1.8,26.5
-48.50444,2021-01-07,31.0,23.9,1.8,27.45
-48.50444,2021-01-08,30.8,24.3,12.4,27.55
-48.50444,2021-01-09,30.0,23.3,19.1,26.65
-48.50444,2021-01-10,30.0,23.7,8.0,26.85
-48.50444,2021-01-11,30.1,24.0,11.3,27.05
-48.50444,2021-01-12,29.7,24.6,16.2,27.15
-48.50444,2021-01-13,29.2,24.3,14.2,26.75
-48.50444,2021-01-14,30.0,23.9,14.7,26.95
-48.50444,2021-01-15,30.8,23.8,0.6,27.3
-48.50444,2021-01-16,31.0,23.2,1.0,27.1
-48.50444,2021-01-17,29.7,24.1,2.2,26.9
-48.50444,2021-01-18,29.2,24.7,5.2,26.95
-48.50444,2021-01-19,29.0,24.5,17.2,26.75
-48.50444,2021-01-20,25.8,23.8,9.7,24.8
-48.50444,2021-01-21,30.2,23.6,22.1,26.9
-48.50444,2021-01-22,30.0,23.7,3.9,26.85
-48.50444,2021-01-23,31.1,23.3,3.8,27.200000000000003
-48.50444,2021-01-24,30.1,24.1,16.9,27.1
-48.50444,2021-01-25,29.6,24.0,19.4,26.8
-48.50444,2021-01-26,29.2,24.2,14.9,26.7
-48.50444,2021-01-27,29.4,24.2,16.8,26.799999999999997
-48.50444,2021-01-28,28.2,23.5,7.4,25.85
-48.50444,2021-01-29,31.6,24.1,3.7,27.85
-48.50444,2021-01-30,30.3,24.2,8.7,27.25
-48.50444,2021-01-31,31.7,24.4,9.4,28.049999999999997
-48.50444,2021-02-01,29.4,23.6,9.0,26.5
-48.50444,2021-02-02,31.0,24.0,1.7,27.5
-48.50444,2021-02-03,30.8,24.3,3.3,27.55
-48.50444,2021-02-04,30.8,23.8,6.7,27.3
-48.50444,2021-02-05,31.2,24.2,0.9,27.7
-48.50444,2021-02-06,30.6,23.8,2.1,27.200000000000003
-48.50444,2021-02-07,30.7,23.7,2.6,27.2
-48.50444,2021-02-08,30.2,23.9,10.9,27.049999999999997
-48.50444,2021-02-09,29.5,24.6,12.3,27.05
-48.50444,2021-02-10,29.6,24.7,9.9,27.15
-48.50444,2021-02-11,28.0,24.4,8.6,26.2
-48.50444,2021-02-12,29.7,23.9,11.2,26.799999999999997
-48.50444,2021-02-13,30.7,24.1,19.0,27.4
-48.50444,2021-02-14,27.8,24.3,10.4,26.05
-48.50444,2021-02-15,26.6,23.9,20.1,25.25
-48.50444,2021-02-16,25.3,24.0,14.0,24.65
-48.50444,2021-02-17,26.4,23.4,19.9,24.9
-48.50444,2021-02-18,25.9,23.3,39.8,24.6
-48.50444,2021-02-19,28.4,23.6,7.2,26.0
-48.50444,2021-02-20,29.2,23.3,6.5,26.25
-48.50444,2021-02-21,29.0,23.6,18.0,26.3
-48.50444,2021-02-22,25.4,23.2,38.8,24.299999999999997
-48.50444,2021-02-23,29.2,23.5,2.3,26.35
-48.50444,2021-02-24,30.7,23.6,7.4,27.15
-48.50444,2021-02-25,30.1,24.0,10.3,27.05
-48.50444,2021-02-26,28.2,24.0,7.1,26.1
-48.50444,2021-02-27,29.2,23.5,8.1,26.35
-48.50444,2021-02-28,29.1,23.9,9.3,26.5
-48.50444,2021-03-01,26.8,24.0,11.6,25.4
-48.50444,2021-03-02,27.4,23.6,4.7,25.5
-48.50444,2021-03-03,29.4,23.1,9.7,26.25
-48.50444,2021-03-04,29.3,22.7,10.4,26.0
-48.50444,2021-03-05,30.4,24.0,7.6,27.2
-48.50444,2021-03-06,28.2,24.0,10.6,26.1
-48.50444,2021-03-07,28.3,23.7,17.3,26.0
-48.50444,2021-03-08,28.7,23.7,18.0,26.2
-48.50444,2021-03-09,26.8,23.2,33.4,25.0
-48.50444,2021-03-10,27.7,24.0,11.9,25.85
-48.50444,2021-03-11,28.3,23.9,39.6,26.1
-48.50444,2021-03-12,27.1,23.7,42.9,25.4
-48.50444,2021-03-13,28.5,23.0,10.4,25.75
-48.50444,2021-03-14,29.4,22.8,6.9,26.1
-48.50444,2021-03-15,30.3,24.0,9.2,27.15
-48.50444,2021-03-16,30.7,23.7,9.1,27.2
-48.50444,2021-03-17,27.8,23.6,11.9,25.700000000000003
-48.50444,2021-03-18,27.1,23.7,14.1,25.4
-48.50444,2021-03-19,27.7,22.6,25.2,25.15
-48.50444,2021-03-20,28.6,23.4,0.3,26.0
-48.50444,2021-03-21,29.1,23.9,19.4,26.5
-48.50444,2021-03-22,26.4,23.1,25.3,24.75
-48.50444,2021-03-23,30.0,23.3,7.4,26.65
-48.50444,2021-03-24,28.7,23.7,31.0,26.2
-48.50444,2021-03-25,26.8,22.9,18.8,24.85
-48.50444,2021-03-26,28.3,22.7,28.8,25.5
-48.50444,2021-03-27,29.6,23.3,1.0,26.450000000000003
-48.50444,2021-03-28,30.2,23.7,5.4,26.95
-48.50444,2021-03-29,30.4,23.5,9.7,26.95
-48.50444,2021-03-30,29.2,23.7,10.0,26.45
-48.50444,2021-03-31,29.3,24.0,18.9,26.65
-48.50444,2021-04-01,27.4,23.9,38.7,25.65
