lon,date,temp_max,temp_min,temp
-48.50444,2015-01-01,30.6,24.3,27.450000000000003
-48.50444,2015-01-02,30.8,24.8,27.8
-48.50444,2015-01-03,30.3,24.8,27.55
-48.50444,2015-01-04,29.3,24.4,26.85
-48.50444,2015-01-05,27.8,24.0,25.9
-48.50444,2015-01-06,29.6,23.8,26.700000000000003
-48.50444,2015-01-07,29.4,24.3,26.85
-48.50444,2015-01-08,29.0,24.1,26.55
-48.50444,2015-01-09,30.7,24.7,27.7
-48.50444,2015-01-10,29.7,24.5,27.1
-48.50444,2015-01-11,29.5,24.6,27.05
-48.50444,2015-01-12,29.1,25.1,27.1
-48.50444,2015-01-13,29.6,24.5,27.05
-48.50444,2015-01-14,30.2,24.9,27.549999999999997
-48.50444,2015-01-15,29.7,24.4,27.049999999999997
-48.50444,2015-01-16,31.0,24.8,27.9
-48.50444,2015-01-17,31.2,24.8,28.0
-48.50444,2015-01-18,30.6,25.5,28.05
-48.50444,2015-01-19,30.0,24.7,27.35
-48.50444,2015-01-20,29.6,24.2,26.9
-48.50444,2015-01-21,30.3,24.9,27.6
-48.50444,2015-01-22,30.3,25.1,27.700000000000003
-48.50444,2015-01-23,28.1,24.7,26.4
-48.50444,2015-01-24,29.2,24.7,26.95
-48.50444,2015-01-25,28.6,24.5,26.55
-48.50444,2015-01-26,30.5,24.3,27.4
-48.50444,2015-01-27,29.6,24.8,27.200000000000003
-48.50444,2015-01-28,30.7,24.6,27.65
-48.50444,2015-01-29,31.0,25.0,28.0
-48.50444,2015-01-30,30.8,25.2,28.0
-48.50444,2015-01-31,29.9,25.3,27.6
-48.50444,2015-02-01,28.8,24.7,26.75
-48.50444,2015-02-02,29.1,24.0,26.55
-48.50444,2015-02-03,28.3,23.6,25.950000000000003
-48.50444,2015-02-04,28.2,23.8,26.0
-48.50444,2015-02-05,28.4,24.0,26.2
-48.50444,2015-02-06,29.0,24.6,26.8
-48.50444,2015-02-07,28.3,24.3,26.3
-48.50444,2015-02-08,27.5,24.3,25.9
-48.50444,2015-02-09,28.9,23.8,26.35
-48.50444,2015-02-10,28.6,24.2,26.4
-48.50444,2015-02-11,30.5,24.8,27.65
-48.50444,2015-02-12,30.8,25.0,27.9
-48.50444,2015-02-13,30.7,25.0,27.85
-48.50444,2015-02-14,30.4,25.3,27.85
-48.50444,2015-02-15,31.0,24.9,27.95
-48.50444,2015-02-16,30.1,25.4,27.75
-48.50444,2015-02-17,28.1,24.8,26.450000000000003
-48.50444,2015-02-18,28.3,24.7,26.5
-48.50444,2015-02-19,28.7,24.0,26.35
-48.50444,2015-02-20,29.4,24.2,26.799999999999997
-48.50444,2015-02-21,27.9,23.4,25.65
-48.50444,2015-02-22,28.0,23.9,25.95
-48.50444,2015-02-23,26.8,23.1,24.950000000000003
-48.50444,2015-02-24,29.5,23.9,26.7
-48.50444,2015-02-25,28.3,24.2,26.25
-48.50444,2015-02-26,29.6,24.3,26.950000000000003
-48.50444,2015-02-27,29.2,24.3,26.75
-48.50444,2015-02-28,29.3,23.9,26.6
-48.50444,2015-03-01,28.7,23.6,26.15
-48.50444,2015-03-02,27.8,24.3,26.05
-48.50444,2015-03-03,26.9,23.7,25.299999999999997
-48.50444,2015-03-04,27.8,23.6,25.700000000000003
-48.50444,2015-03-05,27.2,23.8,25.5
-48.50444,2015-03-06,25.5,23.5,24.5
-48.50444,2015-03-07,26.9,23.2,25.049999999999997
-48.50444,2015-03-08,29.7,24.1,26.9
-48.50444,2015-03-09,29.7,24.4,27.049999999999997
-48.50444,2015-03-10,26.4,24.4,25.4
-48.50444,2015-03-11,27.5,23.8,25.65
-48.50444,2015-03-12,29.2,24.0,26.6
-48.50444,2015-03-13,30.2,24.4,27.299999999999997
-48.50444,2015-03-14,29.9,24.1,27.0
-48.50444,2015-03-15,28.7,24.9,26.799999999999997
-48.50444,2015-03-16,28.4,24.3,26.35
-48.50444,2015-03-17,29.8,24.5,27.15
-48.50444,2015-03-18,27.3,24.3,25.8
-48.50444,2015-03-19,28.7,24.1,26.4
-48.50444,2015-03-20,26.3,23.4,24.85
-48.50444,2015-03-21,27.8,23.7,25.75
-48.50444,2015-03-22,28.5,23.4,25.95
-48.50444,2015-03-23,27.0,23.8,25.4
-48.50444,2015-03-24,29.3,24.1,26.700000000000003
-48.50444,2015-03-25,28.6,24.4,26.5
-48.50444,2015-03-26,29.6,23.8,26.700000000000003
-48.50444,2015-03-27,29.0,24.7,26.85
-48.50444,2015-03-28,29.7,24.5,27.1
-48.50444,2015-03-29,30.2,24.8,27.5
-48.50444,2015-03-30,29.5,24.1,26.8
-48.50444,2015-03-31,29.1,24.6,26.85
-48.50444,2015-04-01,27.4,24.3,25.85
-48.50444,2015-04-02,27.0,24.1,25.55
-48.50444,2015-04-03,28.8,24.5,26.65
-48.50444,2015-04-04,28.7,24.4,26.549999999999997
-48.50444,2015-04-05,26.4,24.0,25.2
-48.50444,2015-04-06,27.9,23.4,25.65
-48.50444,2015-04-07,28.7,23.8,26.25
-48.50444,2015-04-08,28.8,24.0,26.4
-48.50444,2015-04-09,28.1,23.5,25.8
-48.50444,2015-04-10,28.3,23.4,25.85
-48.50444,2015-04-11,28.0,23.8,25.9
-48.50444,2015-04-12,25.3,24.0,24.65
-48.50444,2015-04-13,27.8,24.1,25.950000000000003
-48.50444,2015-04-14,28.1,23.7,25.9
-48.50444,2015-04-15,27.9,24.0,25.95
-48.50444,2015-04-16,29.3,24.1,26.700000000000003
-48.50444,2015-04-17,29.5,24.3,26.9
-48.50444,2015-04-18,28.2,24.3,26.25
-48.50444,2015-04-19,28.4,23.8,26.1
-48.50444,2015-04-20,29.6,24.2,26.9
-48.50444,2015-04-21,30.1,24.5,27.3
-48.50444,2015-04-22,28.3,24.4,26.35
-48.50444,2015-04-23,29.3,24.3,26.8
-48.50444,2015-04-24,28.9,24.2,26.549999999999997
