lon,date,temp_max,temp_min,precipitacao,temp
-48.50444,2003-01-01,30.1,25.0,1.7,27.55
-48.50444,2003-01-02,29.1,24.7,3.8,26.9
-48.50444,2003-01-03,31.2,24.8,0.0,28.0
-48.50444,2003-01-04,32.9,24.1,0.0,28.5
-48.50444,2003-01-05,29.9,25.1,1.1,27.5
-48.50444,2003-01-06,31.3,25.2,0.9,28.25
-48.50444,2003-01-07,31.4,25.4,0.4,28.4
-48.50444,2003-01-08,32.2,25.2,0.0,28.700000000000003
-48.50444,2003-01-09,31.6,25.3,1.2,28.450000000000003
-48.50444,2003-01-10,30.6,25.2,2.4,27.9
-48.50444,2003-01-11,30.0,24.7,1.8,27.35
-48.50444,2003-01-12,28.5,24.7,3.3,26.6
-48.50444,2003-01-13,29.9,24.5,3.0,27.2
-48.50444,2003-01-14,30.1,24.6,0.9,27.35
-48.50444,2003-01-15,29.8,24.7,2.8,27.25
-48.50444,2003-01-16,30.9,24.9,0.1,27.9
-48.50444,2003-01-17,29.8,24.6,0.9,27.200000000000003
-48.50444,2003-01-18,29.2,24.5,6.1,26.85
-48.50444,2003-01-19,29.0,24.0,13.7,26.5
-48.50444,2003-01-20,28.9,23.9,13.5,26.4
-48.50444,2003-01-21,28.7,24.0,9.3,26.35
-48.50444,2003-01-22,29.1,23.7,3.7,26.4
-48.50444,2003-01-23,27.4,23.8,10.1,25.6
-48.50444,2003-01-24,28.5,23.8,6.0,26.15
-48.50444,2003-01-25,28.4,24.1,4.0,26.25
-48.50444,2003-01-26,28.8,23.9,7.0,26.35
-48.50444,2003-01-27,27.3,23.8,9.1,25.55
-48.50444,2003-01-28,29.1,23.5,9.1,26.3
-48.50444,2003-01-29,29.8,23.8,13.7,26.8
-48.50444,2003-01-30,29.7,24.0,8.0,26.85
-48.50444,2003-01-31,27.0,24.0,26.7,25.5
-48.50444,2003-02-01,28.1,23.9,20.6,26.0
-48.50444,2003-02-02,28.7,23.7,14.9,26.2
-48.50444,2003-02-03,27.3,23.6,14.0,25.450000000000003
-48.50444,2003-02-04,28.5,23.6,16.1,26.05
-48.50444,2003-02-05,29.0,24.1,9.0,26.55
-48.50444,2003-02-06,27.1,23.9,16.8,25.5
-48.50444,2003-02-07,29.8,24.0,2.8,26.9
-48.50444,2003-02-08,29.8,24.3,6.0,27.05
-48.50444,2003-02-09,28.8,24.3,17.4,26.55
-48.50444,2003-02-10,27.6,24.3,14.5,25.950000000000003
-48.50444,2003-02-11,29.0,23.8,9.8,26.4
-48.50444,2003-02-12,28.3,23.9,17.2,26.1
-48.50444,2003-02-13,27.5,23.8,24.7,25.65
-48.50444,2003-02-14,28.3,23.8,9.4,26.05
-48.50444,2003-02-15,27.8,24.2,17.0,26.0
-48.50444,2003-02-16,29.1,24.0,17.2,26.55
-48.50444,2003-02-17,27.7,24.4,15.9,26.049999999999997
-48.50444,2003-02-18,28.0,23.8,26.1,25.9
-48.50444,2003-02-19,28.9,24.1,15.0,26.5
-48.50444,2003-02-20,27.7,24.1,31.1,25.9
-48.50444,2003-02-21,28.6,23.8,16.1,26.200000000000003
-48.50444,2003-02-22,28.7,23.6,12.8,26.15
-48.50444,2003-02-23,26.4,23.9,20.5,25.15
-48.50444,2003-02-24,25.3,23.5,45.6,24.4
-48.50444,2003-02-25,27.0,23.3,11.9,25.15
-48.50444,2003-02-26,26.7,23.3,23.5,25.0
-48.50444,2003-02-27,27.7,23.6,18.4,25.65
-48.50444,2003-02-28,28.8,23.8,11.6,26.3
-48.50444,2003-03-01,27.2,23.7,10.1,25.45
-48.50444,2003-03-02,28.3,23.4,16.6,25.85
